symbol,786-O,A-375,A-427,A-498,A-549,A-673,A2058,A2780,ACHN,BT-549,CCRF-CEM,COLO 205,Caki-1,Caov-3,DU145,EKVX,HCC2998,HCT 116,HCT 15,HDLM-2,HOP-62,HOP-92,HT-144,HT-29,Hs 578T,Huh-7,IGROV-1,K-562,KM12,L-1236,L-428,LOX-IMVI,LoVo,M14,MCF-7,MDA-MB-231,MDA-MB-436,MDA-MB-468,MMAc-SF,MOLT-4,MZ-MEL-7,NCI-H1650,NCI-H2122,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H520,NCI-H522,OCUB-M,OV-90,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PA-1,PC-3,RD,RKO,RPMI-7951,RPMI-8226,RXF 393L,SF268,SF295,SF539,SK-MEL-2,SK-MEL-28,SK-MEL-30,SK-MEL-5,SK-MES-1,SK-OV-3,SN12C,SNB-75,SR,SW620,SW837,T-47D,T98G,TC-71,TK-10,U-251MG,UACC-257,UACC-62,UO-31,UWB1.289,VCaP,WM115
MAP2K3,0,0,1,1,1,0,0,0,1,-1,0,1,-1,-1,0,1,0,0,0,2,1,-1,0,-1,-1,1,0,-1,0,-1,1,1,0,1,-1,0,-1,-1,-1,0,0,0,1,0,-1,1,1,1,-1,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,1,-1,1,1,0,2,0,0,0,-1,-1,2,-1,0,0,0,-1,0,-1,-1,1,0,0,-1,-1,0,0
MAP2K4,0,0,0,1,1,0,0,0,1,1,0,0,-1,-1,1,0,0,0,0,-1,1,-1,0,-1,1,1,0,-1,0,-1,1,0,0,0,0,0,0,-1,1,-1,0,0,1,0,-1,-1,1,-1,0,-1,-1,1,-1,0,-1,0,-1,0,0,-1,-1,-1,1,0,0,-1,0,-1,1,-1,-1,0,-1,0,-2,-1,-1,0,-1,-1,1,1,1,0,-1,0,0
MAP2K5,-1,1,-1,-1,1,0,0,0,-1,-1,0,1,-1,1,0,1,0,0,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,0,1,1,1,-1,-2,-1,1,0,1,0,1,1,0,1,1,1,-1,0,1,-1,-1,1,-1,0,-1,-1,0,1,1,0,0,0,1,-1,-1,1,0,1,0,-1,-1,0,0,0,0,-1,-1,0,1,1,-1,-1,0,1,0
MAP2K6,0,1,1,1,1,0,0,0,1,-1,0,1,2,1,1,1,0,2,0,-1,1,1,1,0,-1,-1,0,0,0,0,1,1,0,0,1,0,-1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,-1,-1,0,-1,1,2,-1,1,1,1,1,1,0,0,-1,0,1,0,1,1,1,2,1,1,1,0,0,0,0
MAP2K7,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,0,1,0,1,1,1,-1,0,1,0,1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1
MAP3K1,-1,1,1,1,1,-1,0,0,0,1,0,1,1,-1,0,-1,0,0,0,-1,-1,-1,1,0,1,0,0,0,0,0,-1,1,1,1,0,0,1,-1,1,0,0,0,1,0,-1,-1,1,-1,1,1,0,0,-1,0,1,0,-1,0,0,-1,1,1,0,1,-1,0,1,0,1,2,0,1,0,1,1,0,1,1,-1,-1,1,0,0,0,-1,-1,0
MAP3K11,0,1,1,-1,0,1,0,0,0,-1,0,0,0,1,0,-1,0,-1,0,-1,1,0,-1,1,1,-1,0,0,0,-1,-1,1,1,0,1,1,1,1,1,0,-1,0,-1,-1,-1,1,-1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,2,1,0,-1,-1,-1,1,-1,0,2,0,-1,0,1,0,1,0,0,-1,-1,-1,-1,1,1,2,0
MAP3K12,-1,0,1,-1,0,0,0,0,1,-1,0,0,1,1,0,-1,0,-1,0,-1,-1,0,0,0,-1,1,0,0,0,1,1,1,1,0,1,-1,-1,-1,-2,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,-1,0,1,-1,0,1,0,1,-1,1,0,-1,0,0,1,1,1,0
MAP3K13,0,-1,2,-1,-1,0,1,0,0,0,0,1,1,2,1,-1,0,0,0,2,-1,1,1,0,1,0,-1,0,0,-1,0,0,0,1,0,0,-1,-1,-1,0,1,0,0,0,1,1,-1,2,1,1,0,1,0,1,-1,0,0,0,0,1,1,-1,-1,0,1,1,1,1,1,1,0,-1,1,0,1,0,2,1,-1,0,1,1,1,1,2,0,0
MAP3K14,0,-1,1,1,1,-2,0,0,1,-1,0,1,0,0,0,-1,0,0,0,2,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,1,0,-1,1,0,0,-1,1,0,1,-1,1,1,2,1,1,0,1,1,1,-1,0,-1,1,1,-1,1,0,0,0,1,1,1,-1,0,-1,0,1,0,1,1,1,0,0,-1,0,1,-1
MAP3K2,0,-1,0,1,0,0,0,0,1,-1,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-1,1,0,-1,1,1,0,0,1,1,1,0,1,1,0,1,-1,1,0,-1,-1,0,0,-1,0,0,0,-1,0,0,1,0,0,1,-1,1,0,0
MAP3K20,0,-1,0,1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,-1,0,0,2,0,1,0,1,-1,0,1,0,1,0,-1,2,0,0,-1,0,1,0,-1,2,1,1,0,1,1,-1,1,0,0
MAP3K3,0,-1,1,1,1,0,0,0,1,-1,0,1,2,0,0,1,0,2,0,-1,1,1,0,0,-1,-1,0,0,0,0,0,1,0,0,1,0,-1,-1,1,1,0,0,1,0,0,-1,1,1,1,1,0,0,-1,1,1,0,1,1,0,-1,0,-1,1,1,1,1,1,0,1,1,0,1,-1,0,1,0,1,0,1,1,1,1,1,-1,0,0,0
MAP3K4,0,-1,0,-1,-1,0,0,-1,0,1,0,-1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,1,0,-1,0,0,0,-1,-1,-1,-1,0,-1,1,0,0,-1,0,0,-1,0,1,0,-2,0,-1,-1,0,-1,2,0,1,0,1,-1,-1,1,0,-2,0,0,-1,-1,1,1,-1,0,0,-1,0,-1,-1,2,-1,0,-1,-1,-1,-1,0,0
MAP3K5,0,-1,0,-1,-1,0,0,-2,0,1,0,2,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,1,0,-1,2,0,0,-1,-1,-1,1,1,-1,1,0,0,-1,0,2,-1,0,0,0,2,0,0,-1,0,-1,0,0,0,-1,1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-1,0,0,1,0,-1,-1,0,-1,0,-1,-1,-1,1,0,0
MAP3K6,0,0,0,-1,-1,0,0,0,-1,1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,1,-1,0,1,0,0,-1,0,0,1,-1,-1,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,-1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,0,-1,0,0,-1
MAP3K7,0,-1,0,-1,-1,0,0,0,0,1,0,-1,-1,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,0,0,-1,-1,-1,1,1,-1,-1,0,0,-1,0,-1,-1,0,1,0,-1,0,0,0,0,-1,0,0,0,0,1,-1,-1,1,0,1,0,0,-1,-1,1,1,-1,1,0,0,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0
MAP3K8,0,-1,0,1,0,0,0,0,0,0,0,-1,0,1,-1,1,0,0,2,0,-1,1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,-1,-1,1,0,0,-1,1,0,-1,0,-2,0,1,1,0,1,-1,-1,-1,0,-1,0,-1,-1,0,1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
MAP4K1,-1,0,0,1,1,0,0,0,-1,-1,0,1,-1,2,0,-1,0,-1,0,2,1,-1,0,1,0,1,0,0,0,0,-1,0,0,0,-1,0,-1,1,-1,0,0,1,1,-1,-1,-1,-1,0,-1,1,1,2,1,1,-1,0,-1,1,0,0,-1,1,0,1,1,-1,1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,0,-1,-1,1,0,-1,0,1,-1
MAP4K2,0,-1,1,-1,0,1,0,0,0,-1,0,0,0,1,0,-1,0,-1,0,-1,1,0,-1,1,1,-1,0,0,0,-1,-1,1,1,0,-1,1,1,1,1,0,-1,0,-1,-1,-1,1,-1,0,1,1,1,-1,0,1,1,0,1,0,1,0,1,-1,1,1,-1,-1,-1,1,-1,0,2,0,-1,0,1,0,1,0,0,-1,-1,-1,-1,1,1,2,0
MAP4K3,0,0,1,1,1,0,0,0,1,-1,0,0,0,1,0,-1,0,0,0,2,1,0,0,0,1,-1,0,0,0,1,-1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,-1,0,0,1,0,1,0,0,1,0,-1,0,1,0,1,-1,0,1,-1,0,0,0,-1,0,1,1,0,1,1,-1,1,0,0
MAP4K4,0,-1,0,1,0,0,0,0,1,1,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,-1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,-1,-1,0,0,-1,0,0,0,-1,0,0,1,0,1,1,-1,1,0,0
MAPK1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,-1,2,1,2,0,-1,0,-1,1,0,0,-1,1,1,0,1,0,-1,-1,-1,0,0,-1,-1,-1,0,1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,0,1,-1,-2,-1,-1,0,-1,-1,1,0,1,-1,0,-1,-1,0,-1,1,-1,0,0,-1,-1,-1,0,-1,-1,1,-1
MAPK10,-1,-1,0,-2,-1,-2,0,0,0,-1,0,-2,0,-1,-1,1,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,-1,-2,0,-1,0,-2,-1,-1,-1,1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,0
MAPK11,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,1,-1,0,0,0,0,-1,1,-1,0,-1,1,1,0,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,1,-1,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,1,0,1,-1,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1
MAPK12,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,1,-1,0,0,0,0,-1,1,-1,0,-1,1,1,0,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,1,-1,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,1,0,1,-1,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1
MAPK13,0,-1,0,-1,-1,0,1,0,0,1,0,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,-1,1,0,1,-1,1,0,0,1,2,-1,1,-1,1,0,-1,-1,0,-1,-1,-1,-1,2,1,0,-1,1,0,-1,0,0,0,0,0,0,-1,1,0,1,0,-1,1,-1,-1,0,1,0,0,0,-1,0,0,0,-1,-1,0,-1,-1,-1,0,1
MAPK14,0,-1,0,-1,-1,0,1,0,0,1,0,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,-1,1,0,1,-1,1,0,0,1,2,-1,1,-1,1,0,-1,-1,0,-1,-1,-1,-1,2,1,0,-1,1,0,-1,0,0,0,0,0,0,-1,1,0,1,0,-1,1,-1,-1,0,1,0,0,0,-1,0,0,0,-1,-1,2,-1,-1,-1,0,1
MAPK15,1,-1,1,1,1,1,1,0,-1,1,-1,-1,1,-1,0,-1,0,1,0,-1,1,1,0,1,2,0,1,0,1,1,2,2,0,0,0,0,1,-1,1,1,1,1,0,0,2,1,-1,1,1,2,1,-1,2,1,2,0,1,1,2,0,-1,1,1,0,1,-1,0,0,1,0,0,0,0,0,-1,0,1,1,-1,1,-1,0,0,1,2,1,0
MAPK3,0,-1,0,1,0,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,1,1,0,0,0,-1,1,1,-1,0,-1,0,0,-1,1,-1,-1,1,1,-1,1,-1,-1,1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,-1,-1
MAPK4,-1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,2,-1,0,-1,-1,1,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,1,0,-1,0,-1,0,-1,-1,-1,1,0,-1,-1,0,-2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0
MAPK6,0,0,-1,0,1,0,0,0,0,-1,0,1,0,-1,1,1,0,0,0,0,-1,-1,1,1,-1,-1,0,0,0,0,0,0,1,1,2,-1,0,-1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,-1,1,-1,0,-1,-1,0,1,2,0,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,1,1,0,-2,-1,0,0
MAPK7,0,-1,0,0,1,0,0,0,1,1,0,0,-1,-1,0,-1,0,0,0,-1,1,-1,0,-1,1,1,0,-1,0,-1,1,1,0,-1,-1,0,0,-1,1,-1,0,0,1,0,-1,1,1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,-1,-1,1,0,0,2,0,-1,0,-1,-1,2,-1,0,0,-1,1,0,-1,-1,1,0,0,-1,-1,0,0
MAPK8,0,-1,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,1,0,-1,0,-1,0,-1,-1,0,1,0,-1,0,0,-1,0,-1,0,0,1,-1,1,0,0,0,1,0,0,0,1,1,2,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,1,0,1,-1,0,1,-1,-2,-1,-1,1,-1,-1
MAPK8IP1,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,-1,-1,1,-1,-1,-1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,-1,0,-1,-1,-1,1,1,1,1,1,-1,1,-1,0,1,0,0,-1,-1,1,1,0,-1,-1,1,-1,0,1,0,1,-1,0,1,0,1,0,-1,-1,1,-1,-1,1,-1,0,0
MAPK8IP2,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,1,-1,0,0,0,0,-1,-1,-1,0,-1,1,1,0,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,1,0,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,1,0,1,-1,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1
MAPK8IP3,0,-1,0,1,-1,0,0,0,1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,0,0,0,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,0,0,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1
MAPK9,0,0,1,1,0,-1,0,0,0,1,-1,1,1,1,-1,1,0,0,0,2,1,0,0,0,-1,1,0,0,0,0,-1,1,1,0,1,0,2,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,2,1,1,0,-1,0,0,-1,0,0,1,1,1,1,1,1,-1,-1,0,0,0,1,0,1,0,1,-1,1,1,-1,-1,-1,-1,2,0
MAPKAP1,0,-1,-1,0,-1,0,0,0,-1,1,0,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,1,1,0,0,-1,0,0,-1,1,0,1,-1,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,0,-1,0,0,1,2,-1,1,1,0,0,1,-1,0,-1,0,-1,0,1,1,0,0,0,1,-1,0,1,1,-1,-1,-1,0,1,-1
MAPKAPK2,-1,1,0,1,0,0,1,1,1,1,0,1,1,-1,0,2,0,-1,0,-1,-1,1,1,-1,0,-1,0,1,-1,-1,0,0,0,0,2,0,0,1,1,-1,1,0,1,-1,0,1,1,0,1,0,0,0,-1,1,-1,0,1,1,1,-1,1,0,1,0,1,0,0,1,0,1,0,-1,0,1,-1,0,1,0,0,1,1,-1,0,-1,-1,0,0
MAPKAPK3,0,-1,0,-1,-1,-2,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,1,-1,-1,-1,0,0,-1,0,0,0,-2,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,-1,0,0,-1,1,-1,-1,1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-1,1,0,1,-1
MAPKAPK5,-1,0,0,-1,0,0,0,0,1,-1,0,0,1,-1,0,-1,0,0,0,-1,-1,0,0,0,-1,1,0,0,1,-1,-1,1,1,0,-1,0,-1,-1,1,0,0,0,1,0,1,-1,1,0,-1,1,1,1,-1,0,1,0,1,0,1,-1,0,-1,-1,0,0,-1,0,0,1,1,0,1,-1,0,0,0,1,-1,-1,-1,-1,2,0,1,1,1,0
MAPT,0,2,1,2,2,-2,0,0,1,-1,0,1,1,0,0,-1,0,1,0,2,0,0,0,1,-1,-1,0,1,0,1,1,1,1,0,-1,0,1,-1,1,2,0,-1,1,0,0,-1,1,2,2,-1,1,2,-1,1,1,0,1,1,1,-1,0,-1,0,1,-1,1,0,0,0,2,2,1,-1,0,1,0,2,1,2,2,1,0,2,1,2,1,-1
MATK,-1,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,1,1,-1,0,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1
MAVS,0,0,0,-1,1,0,0,0,0,0,1,1,-1,1,-1,1,0,-1,0,-1,1,-1,-1,0,1,1,1,-1,0,1,0,1,0,1,-1,0,-1,1,-1,1,1,0,1,-1,0,-1,1,-1,-1,1,1,-1,0,1,1,0,1,0,1,1,0,1,1,0,0,-1,1,1,1,-1,2,-1,1,0,1,-1,0,1,1,1,0,1,0,1,1,1,0
MAX,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,0,0,-1,1,0,-1,-1,-1,0,0,0,1,-1,0,1,1,0,-1,-1,0,1,0,1,1,0,1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,1,0,-1,0,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1,0,0
MC2R,0,-1,1,-1,-1,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,-1,1,0,-1,1,1,1,-1,0,-1,0,0,-1,0,1,1,0,-1,1,1,-1,0,0,-1,0,-1,-1,0,-2,0,-1,1,1,-1,1,1,0,1,0,0,-1,1,1,0,0,-1,0,-1,-1,-1,1,0,1,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0
MCL1,0,1,1,-1,0,0,-1,1,1,1,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,0,-1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,-1,1,1,0
MDM2,-1,0,1,0,0,0,0,0,2,-1,0,0,1,-1,1,-1,0,0,0,2,0,0,0,0,-1,1,0,0,0,-1,1,1,1,0,2,-1,0,-1,2,0,0,0,1,2,1,1,1,-1,0,1,1,0,1,0,-1,0,1,0,1,-1,0,0,0,0,0,0,-1,0,1,0,1,1,-1,0,0,0,1,-1,1,0,0,2,1,1,-1,1,0
MDM4,-1,1,0,1,0,0,1,1,1,1,0,1,1,-1,0,2,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,-1,1,0,0,0,0,1,0,0,1,1,-1,1,0,1,-1,0,1,1,0,1,0,1,-1,1,1,-1,-2,1,1,-2,-1,1,0,1,0,1,0,0,1,0,1,-1,-1,0,1,-1,0,1,0,0,1,1,-1,0,-1,-1,0,0
ME1,0,-1,-1,-1,-1,0,0,0,0,1,0,-1,-1,1,-1,1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,0,0,1,0,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,0,0,-1,0,1,0,-1,0,0,0,0,1,0,0,0,-1,1,-2,-1,1,0,1,0,0,-1,-1,1,1,-1,1,0,0,-1,-1,-1,0,-1,0,2,-1,0,0,0,0
ME3,0,0,1,-1,0,1,0,0,0,0,0,0,-1,1,0,2,1,-2,0,0,-1,-2,-1,1,1,0,0,0,0,-1,0,1,1,1,1,0,-1,1,1,0,0,0,-1,0,-1,1,0,0,1,-1,1,-1,0,1,1,0,-2,-1,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,1,1,1,0,-2,-1,-1,0,0,1,1,1,0
MECOM,0,-1,2,0,0,0,1,0,0,0,0,1,1,2,1,-1,0,0,0,2,0,1,1,1,1,0,-1,0,0,1,1,0,0,1,2,0,-1,0,-1,0,1,0,0,-1,1,1,0,2,1,1,0,2,2,1,-2,0,0,0,-1,1,2,1,-1,0,1,1,1,1,1,1,2,-1,1,0,0,0,2,1,-1,1,1,1,2,2,2,0,0
MED1,0,-1,1,0,1,-2,0,0,1,-1,0,1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,1,0,0,1,0,0,-1,1,-1,1,1,1,-1,-1,1,-1,0,-1,0,0,-1,0,-1,1,1,0,-1,0,-1,0,1,2,0,-1,0,0,0,1,0,-1,1,1,0,0,-1,-1,1,0
MED12L,0,1,2,0,0,0,1,0,0,0,0,1,1,1,1,-1,0,0,0,0,0,1,1,1,1,-2,-1,0,0,0,0,0,0,2,1,-1,-1,0,-1,0,1,0,0,-1,1,1,0,1,1,1,0,1,0,0,-1,0,0,0,0,1,2,1,-1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,-1,0,0,1,1,1,1,0,-1
MED13,0,1,1,1,1,0,0,0,1,-1,0,1,2,1,0,1,0,2,0,-1,1,1,0,0,-1,-1,0,0,0,1,0,1,0,0,2,0,-1,-1,1,1,0,0,1,0,0,-1,1,1,1,1,1,0,-1,0,1,0,1,1,0,-1,0,-1,1,1,1,1,1,0,1,1,0,-1,-1,0,1,0,1,0,1,1,1,1,1,0,0,0,0
MED13L,-1,1,0,-1,0,0,0,0,1,-1,0,1,1,1,0,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,1,-1,-1,1,1,0,-1,0,0,-1,1,0,0,0,1,0,1,-1,1,1,-1,1,1,0,-1,0,1,0,1,0,1,-1,1,-1,-1,0,0,-1,0,0,1,1,0,1,-1,0,0,0,1,-1,0,0,0,2,0,2,1,1,0
MED16,-1,-1,-1,0,-1,0,-2,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,1,1,-1,0,-2,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1
MED17,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,1,0,2,1,0,0,0,-1,-1,-1,1,1,0,0,0,0,-1,0,1,1,0,-1,1,-1,-1,1,0,0,0,-1,0,-1,1,0,1,1,-1,1,-1,2,1,1,0,1,0,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,1,1,1,0,-1,-1,-1,0,0,1,1,1,0
MED24,0,-1,1,0,1,-2,0,0,1,-1,0,1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,1,0,0,0,0,0,-1,1,-1,1,2,1,-1,-1,1,-1,0,-1,0,0,-1,0,-1,1,1,0,1,0,-1,0,1,2,0,-1,0,0,0,1,0,-1,1,1,0,0,-1,-1,1,0
MED27,0,-1,-1,0,-1,0,0,0,-1,1,0,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,1,0,0,-1,0,0,0,1,0,1,0,-1,0,-1,-1,1,-1,-1,1,1,-1,-1,0,1,0,0,1,2,-1,1,0,-1,0,1,-1,-1,-1,0,-1,0,-1,1,0,-1,0,1,-1,0,1,1,-1,-1,-1,0,1,-1
MED30,1,1,-1,1,0,-2,1,0,0,1,0,1,1,0,1,1,0,2,0,2,1,1,0,2,2,1,1,0,2,0,1,2,0,-1,1,1,2,-1,1,1,1,1,1,1,1,1,0,2,1,2,1,1,-1,1,2,0,1,1,2,1,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,2,1,0,1,1,1,1,1,0
MED4,-1,0,-1,-1,-1,-1,1,0,0,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,0,-2,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-2,0,-1,-1,-1,0,0,1,0,1,-1,-1,1,0,-1
MEF2A,0,0,-1,0,1,0,0,0,0,-1,0,1,0,1,1,2,0,0,0,-1,0,-1,1,1,-1,1,0,0,0,0,1,-1,1,2,1,-1,0,-1,1,0,1,0,1,1,0,2,1,-1,-1,1,0,-1,-1,1,-1,0,-1,-1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,0,0,1,1,0,-1,-1,1,0
